0.12408584,0.12307664,0.1246919,0.12309792,0.12199264,0.1208848,0.12065029,0.12252021
0.1251568,0.12104685,0.11945832,0.12136041,0.12301662,0.12051197,0.12304828,0.12285546
0.1251332,0.1258645,0.12210871,0.12654918,0.1245331,0.12184669,0.12039554,0.12333331
0.12590328,0.12225559,0.12558155,0.12316156,0.12256471,0.12201792,0.1244853,0.12502717
0.12371934,0.12836535,0.12161541,0.12350393,0.11982995,0.12606169,0.12340262,0.12229089
0.12843255,0.12684812,0.12398694,0.12186852,0.1222482,0.12713171,0.12400702,0.12371802
0.12285744,0.12068338,0.1191081,0.11578567,0.11998494,0.11865877,0.12014501,0.11736138
0.12544747,0.12597535,0.12200592,0.12532841,0.12555052,0.12428132,0.11982423,0.1223759
0.12421063,0.12262475,0.12456235,0.1211108,0.11988053,0.11633221,0.11725296,0.11859985
0.12278558,0.12371178,0.12288156,0.12099276,0.12180168,0.11941831,0.12252011,0.12169552
0.12629009,0.12720289,0.12434754,0.12473469,0.12363896,0.12645054,0.12508952,0.12553137
0.12607564,0.12283277,0.12217056,0.12060207,0.12240086,0.12132409,0.12249006,0.11932459
0.12436714,0.12628238,0.12093189,0.12404645,0.12212179,0.12112869,0.11956326,0.12226026
0.1263602,0.12302559,0.12269018,0.12511019,0.12127702,0.12189256,0.1201648,0.12544088
0.12466002,0.12274129,0.1239291,0.12160092,0.12155784,0.11906579,0.12414162,0.12467267
0.12316287,0.12703284,0.12431885,0.12244807,0.12215201,0.12191757,0.12645851,0.12411344
0.12469731,0.12809391,0.1250896,0.12310752,0.11986472,0.12279329,0.1229861,0.12185737
0.12517618,0.12741461,0.12237234,0.12439038,0.1219523,0.1265391,0.12391226,0.12285407
0.12622331,0.12539591,0.12345378,0.12009778,0.12586504,0.12599154,0.12304813,0.12045847
0.12184967,0.12304967,0.11697409,0.12158503,0.12020218,0.11728255,0.1163701,0.11771719
0.12620868,0.12516552,0.12218095,0.12560306,0.12090994,0.12381662,0.12155015,0.12424219
0.12609347,0.12615393,0.12588164,0.12426072,0.12396644,0.11960912,0.12274364,0.1235785
0.12697265,0.12215486,0.12418601,0.12423327,0.12220339,0.12036257,0.12196289,0.12604619
0.13204828,0.1312788,0.12990966,0.12712569,0.12855473,0.12421163,0.13091234,0.12772482
0.14634548,0.1458818,0.14373023,0.14368731,0.14525577,0.14459151,0.14104753,0.14341095
0.12326034,0.12239755,0.12337366,0.12633617,0.12289642,0.12393735,0.12035581,0.12441041
0.12641959,0.12517586,0.12105134,0.12283682,0.12446346,0.12411883,0.12262567,0.12373555
0.12551955,0.12472478,0.12304071,0.12552325,0.12260726,0.12415817,0.12123682,0.1278556
0.12479867,0.12267389,0.12641604,0.12219783,0.12276304,0.12244335,0.12713749,0.12281982
0.12537119,0.12695543,0.12283854,0.12350195,0.12123232,0.12623059,0.12414836,0.12427024
0.12711744,0.12539863,0.12223956,0.12379509,0.12614655,0.12234441,0.12252523,0.12285074
0.12540312,0.12702352,0.12128198,0.12594268,0.12284213,0.12319823,0.12122095,0.1244342
0.12479395,0.12410315,0.12502219,0.12422979,0.12249755,0.12187485,0.12671183,0.12473814
0.12522861,0.12759774,0.12494933,0.12538841,0.12193138,0.12203239,0.12544497,0.1231481
0.12793189,0.12727025,0.12234084,0.12213279,0.12403837,0.12604449,0.12309647,0.1223291
0.12498257,0.12558377,0.12145223,0.12159933,0.12321743,0.12133958,0.12474925,0.12166709
0.12303129,0.12472066,0.12039455,0.12139939,0.11950216,0.12129003,0.11939797,0.12150778
0.12358673,0.12816129,0.12316843,0.1215387,0.1210693,0.12455967,0.12123408,0.1220339
0.12827167,0.12408137,0.12282226,0.12137766,0.12378705,0.12358927,0.12179892,0.12067075
0.12468302,0.12447225,0.1238147,0.12510709,0.12123936,0.12166805,0.11967649,0.12442479
0.12300227,0.12589257,0.12262252,0.12108849,0.12414543,0.12068344,0.12559295,0.12501801
0.11974639,0.11782017,0.11751735,0.12160807,0.12102146,0.12104971,0.1197218,0.12383606
0.12667242,0.12052591,0.12392985,0.12315702,0.12229794,0.11937226,0.12158691,0.12305314
0.12489989,0.12253721,0.12397681,0.12566059,0.12250564,0.12284831,0.12011395,0.12674588
0.12647755,0.12496514,0.12515581,0.12345506,0.12317984,0.12239147,0.12481104,0.12302986
0.12339436,0.13080536,0.12424178,0.1231287,0.12185187,0.12368964,0.12419079,0.12262042
0.12716656,0.12891921,0.12274029,0.1201989,0.1239714,0.12373489,0.12175899,0.12025606
0.12798034,0.12577188,0.12294077,0.12164138,0.12449602,0.12352634,0.12158248,0.12145331
0.12680809,0.12479464,0.1215039,0.12490212,0.12441451,0.12327814,0.12464791,0.12265141
0.12649115,0.12089729,0.12187505,0.12442418,0.12217571,0.12337852,0.1228041,0.12639187
0.12648111,0.12663961,0.12492619,0.12365478,0.12459953,0.12209345,0.12415642,0.12317216
0.12492833,0.12678573,0.12413611,0.12288084,0.12243438,0.12735046,0.12473648,0.12510275
0.12570256,0.12600722,0.12130713,0.12537125,0.12494178,0.12330749,0.12121927,0.1258377
0.12393805,0.12134028,0.12305362,0.12368545,0.12096888,0.12110937,0.12173434,0.12461067
0.12650441,0.12545333,0.1256876,0.12289416,0.12257607,0.12461517,0.12446553,0.12265717
0.12490488,0.12468162,0.12622352,0.12429121,0.1244368,0.12238469,0.12751683,0.12397686
0.12624372,0.12374554,0.12448705,0.12529076,0.12382686,0.12148621,0.12371143,0.12391656
0.12401342,0.12564128,0.12485783,0.12270071,0.12408157,0.12131337,0.12501404,0.12340254
0.1238636,0.12482892,0.12684457,0.12274451,0.12232909,0.12022319,0.1263364,0.12125216
0.12347442,0.12710896,0.12213192,0.12202772,0.1199887,0.12214397,0.12546728,0.12322768
0.12455781,0.12834903,0.1256525,0.12321453,0.12096053,0.12267889,0.12471814,0.1226593
0.123313,0.12879818,0.12328743,0.12357182,0.12083971,0.12375298,0.12515159,0.12330664
0.1252534,0.12626797,0.12129099,0.12238663,0.12237175,0.12634218,0.12382945,0.12318315
0.12374226,0.12823777,0.12394658,0.12410429,0.12104764,0.12496482,0.12400049,0.12389414
0.12560533,0.12788385,0.12363251,0.12472619,0.12351675,0.1271704,0.12449721,0.1235896
0.130332,0.12773267,0.12611504,0.12217131,0.12523663,0.12610307,0.12409277,0.12186678
0.12715848,0.12749996,0.12342551,0.12714237,0.12508054,0.12347987,0.12303578,0.12363355
0.12907268,0.12433809,0.12735024,0.12640869,0.12387496,0.12256555,0.12747764,0.12565175
0.12435106,0.13023702,0.12314085,0.12492252,0.12150707,0.12657616,0.12505714,0.12443926
0.12699216,0.12435181,0.12367547,0.12477475,0.12276144,0.12640861,0.12277122,0.12663848
0.12689517,0.1289414,0.12693828,0.12455105,0.12259084,0.12431821,0.12566003,0.12465306
0.12726486,0.12867255,0.12414259,0.12152809,0.12408281,0.12581189,0.12464594,0.12380214
0.12577769,0.12738959,0.12232883,0.12698977,0.12679539,0.12447223,0.12220667,0.1268771
0.12645091,0.13030117,0.12374117,0.12397212,0.12331743,0.12659091,0.1233796,0.12562651
0.12677438,0.12636084,0.12399549,0.12514899,0.12360577,0.12463449,0.12317687,0.12668293
0.12995775,0.1275784,0.12533298,0.12416007,0.12786379,0.12435308,0.12374537,0.12201032
0.12577689,0.12907512,0.12404147,0.12335017,0.12200542,0.12660899,0.12341127,0.12522534
0.12826245,0.13080949,0.12409213,0.12424495,0.12284399,0.12718745,0.12390355,0.12411131
0.12617302,0.12834887,0.12207846,0.12630267,0.12392663,0.12568607,0.12344685,0.12350818
0.12977644,0.12642988,0.12681007,0.12578996,0.126645,0.12477107,0.12456345,0.12264112
0.12764743,0.12988017,0.12397172,0.12566424,0.12269037,0.12638503,0.12683882,0.12478667
0.12471468,0.12811665,0.12423383,0.12289534,0.12170758,0.12369246,0.12548458,0.12570576
0.13166877,0.12667492,0.12332187,0.12238949,0.1277192,0.12695712,0.12415176,0.12261251
0.12882093,0.12956803,0.12471215,0.12380018,0.124254,0.12621643,0.12385191,0.12381758
0.12922255,0.12716795,0.12477753,0.12358244,0.12561302,0.12650663,0.12324743,0.12197124
0.12775015,0.12296405,0.12498785,0.12635848,0.12428561,0.12467123,0.12271663,0.12809724
0.12964025,0.13058204,0.1248638,0.12243486,0.12539536,0.123963,0.12348553,0.12457226
0.12396159,0.12773272,0.1258163,0.12406714,0.1245994,0.12424647,0.12821676,0.12672724
0.12412821,0.12644969,0.1285949,0.12368486,0.12345322,0.12024128,0.12657571,0.12351333
0.12608768,0.12742724,0.1258245,0.12392538,0.12489856,0.12481327,0.12621166,0.12477522
0.12471484,0.13171181,0.12621906,0.12515266,0.12270993,0.12519953,0.12811962,0.12483638
0.13017656,0.1272713,0.1237272,0.12243329,0.126173,0.12462129,0.12522451,0.12314998
0.12804923,0.12656171,0.12677131,0.12415891,0.12380404,0.12242902,0.12474914,0.1272974
0.12936037,0.12885703,0.12549161,0.12316371,0.12965384,0.12506695,0.12360726,0.12191122
0.12683896,0.12916655,0.12697937,0.12516917,0.12583242,0.12465815,0.12694232,0.12496066
0.12722469,0.13377791,0.12778815,0.12583683,0.1260373,0.12951086,0.12901341,0.12587664
0.12975693,0.12559591,0.12288597,0.12321712,0.12640035,0.12552972,0.1245711,0.12404966
0.12607075,0.12597724,0.12574424,0.12605683,0.12512488,0.12410431,0.122786,0.1283773
0.12588242,0.13109718,0.12524603,0.12630195,0.12287853,0.12768548,0.12615221,0.12390931
0.13028943,0.12571276,0.12658574,0.12516481,0.1272237,0.12651027,0.12603022,0.12401769
0.12801074,0.1243058,0.12478935,0.12691285,0.12492286,0.12349694,0.12729796,0.12669825
0.12486046,0.1296096,0.12654965,0.12515454,0.12212765,0.12331979,0.1245031,0.12379444
0.13014301,0.1288318,0.1257425,0.12360642,0.12386814,0.1254939,0.12488782,0.12337625
0.12754348,0.12670531,0.12183817,0.12419346,0.12603422,0.12430747,0.12468491,0.12436853
0.12721634,0.12666904,0.12297017,0.12856638,0.12450505,0.1254413,0.12388769,0.12736432
0.12933069,0.12428859,0.12574086,0.12389683,0.12428283,0.12280475,0.12589117,0.12518123
0.12597315,0.12981961,0.12494339,0.1244408,0.12156518,0.12410467,0.12563281,0.12523201
0.13246359,0.12876839,0.12644899,0.12287815,0.12912402,0.12814329,0.1264028,0.1243577
0.12395098,0.12489353,0.12198951,0.12574593,0.12264725,0.12316042,0.12226117,0.12480712
0.12621492,0.1278545,0.12813876,0.12456166,0.1261266,0.12314943,0.12887782,0.12487203
0.12596496,0.12844908,0.12655361,0.12462989,0.12270703,0.12307368,0.12475642,0.12442463
0.12999911,0.12630851,0.12308521,0.12175718,0.12681616,0.12544751,0.12318037,0.12107409
0.12655094,0.12620358,0.12756508,0.12619971,0.12485837,0.12329739,0.12310286,0.12679158
0.12369758,0.12926528,0.12682679,0.1243506,0.12309554,0.12607016,0.12532182,0.123681
0.12842768,0.12795537,0.12131014,0.12374323,0.12628274,0.12464268,0.12533678,0.12283211
0.12902535,0.12685501,0.12326097,0.1227608,0.12511891,0.12436525,0.12417694,0.12384124
0.12865333,0.12396088,0.12646156,0.12637265,0.12417123,0.12269572,0.12362213,0.1279172
0.12707821,0.12741637,0.12400492,0.1252772,0.12242759,0.12752816,0.12604742,0.12332188
0.12873659,0.12715477,0.12457874,0.1242099,0.12510416,0.12373684,0.1241587,0.1228648
0.12578555,0.12513705,0.12511771,0.12670493,0.12346914,0.12354206,0.12402632,0.12668634
0.12696361,0.1246738,0.12646758,0.12472271,0.12440028,0.12144565,0.12366935,0.12492441
0.12505654,0.13019352,0.12512249,0.12301785,0.12227697,0.1267967,0.12395104,0.12353888
0.12467525,0.12996805,0.12458682,0.123551,0.12060437,0.12244345,0.12521074,0.12542838
0.12786836,0.12839552,0.12437942,0.12388334,0.12727734,0.12561956,0.12526711,0.12210574
0.12582613,0.12358735,0.12405005,0.12649159,0.12312753,0.12442783,0.12248358,0.12643212
0.12661688,0.12600977,0.12235439,0.12716729,0.12482594,0.12492966,0.12364508,0.12626135
0.12468538,0.12482306,0.1251663,0.1239178,0.12478106,0.12162718,0.12799048,0.12545035
0.12863706,0.12855813,0.12311301,0.12069649,0.12524648,0.12803316,0.12302972,0.12278923
0.1241985,0.1300071,0.12211959,0.12590721,0.12245474,0.12591325,0.12517346,0.12435505
0.12746319,0.12433104,0.1249942,0.12551077,0.12376056,0.12022125,0.12381522,0.12635042
0.12567937,0.12598337,0.12506198,0.12351216,0.12573955,0.12302959,0.12490394,0.12608504
0.13007585,0.12656963,0.12408594,0.12064503,0.12348372,0.12761306,0.12507034,0.12402704
0.13012088,0.12650409,0.12541233,0.12185234,0.12549185,0.12534757,0.12514416,0.12341664
0.1282092,0.12688097,0.12122303,0.12393172,0.12491148,0.12418928,0.12364736,0.1239577
0.12571452,0.12754873,0.1229673,0.12618442,0.12535477,0.1247904,0.12147601,0.12721629
0.12608909,0.12525443,0.12323187,0.12672397,0.12310374,0.12428054,0.12181281,0.12830906
0.12725147,0.12528542,0.12651795,0.12449506,0.12276483,0.12083323,0.12340309,0.12522655
0.12718657,0.12681559,0.12723238,0.1258897,0.12443493,0.12189129,0.12590838,0.12421872
0.12698717,0.12860129,0.12451963,0.12477929,0.12352908,0.12686595,0.12525313,0.12385911
0.12692855,0.12676098,0.12165069,0.12661179,0.12472813,0.12301028,0.12246029,0.12164533
